id	GSM1854187_Control	GSM1854188_Control	GSM1854189_Control	GSM1854182_Treat	GSM1854183_Treat	GSM1854184_Treat	GSM1854185_Treat	GSM1854186_Treat
 ACY1 	6.26115625	6.332417875	6.293261	6.316955125	6.269063	6.441505625	6.242436625	6.335164875
 ACY3 	6.02842325	6.239043875	6.039825875	6.06152525	6.17936525	6.299798	6.13990075	6.22212825
 ACYP1 	4.28902625	4.255890875	4.317454875	4.23908725	4.12909775	4.1247395	4.2853925	4.378300625
 ACYP2 	4.311075875	4.212322125	4.350043	4.349663125	4.343815125	4.284908125	4.32716975	4.2944035
 ADA 	5.644548	5.865327125	5.67006075	5.9235915	6.21832975	5.996827	5.699239875	6.052544125
 ADAD1 	2.85467125	2.903136875	2.87310075	2.7874225	2.84611325	2.904387625	2.868654125	2.835874
 ADAD2 	6.270706	6.364133625	6.200081625	6.2876420625	6.2555205	6.692187	6.191223375	6.384619
 ADAL 	4.53568375	4.313393875	4.763571125	4.479038625	4.6024965	4.362916375	4.368180625	4.43062925
 ADAM10 	7.914566625	7.94132625	8.2796645	7.8311235	7.9309155	7.68920575	7.93376825	7.967648125
 ADAM11 	6.01411575	6.1491615	6.029605125	6.026233875	6.100049875	6.40191075	6.099270375	6.18935
 ADAM12 	5.321015625	5.42045575	5.24090525	6.524895	5.893176625	6.416005125	5.444821125	6.204010375
 ADAM15 	7.12261775	7.553748	7.177057375	7.199144	7.360191125	7.36044325	7.217826125	7.251447125
 ADAM17 	7.560062125	7.641046625	7.67959	7.70298725	7.22907075	7.575599375	7.50661825	7.413548625
 ADAM18 	2.4923115	2.453758875	2.48414625	2.453528625	2.455859625	2.4238405	2.48378775	2.4630674375
 ADAM19 	5.890619625	6.152114625	5.940224	6.299798	6.408741375	6.32327825	6.135724625	6.532570375
 ADAM1A 	5.022260125	5.11345775	5.33760625	4.8926585	4.71264525	4.954698	4.8311175	4.556100625
 ADAM2 	2.388890625	2.3375426875	2.365407125	2.337318625	2.32561375	2.3553315	2.36855525	2.347839875
 ADAM20 	2.54069825	2.765170875	3.097630625	2.546982375	2.455196875	2.49934475	2.65942025	2.72975275
 ADAM20P1 	2.497500875	2.642265125	3.229238625	2.442606125	2.46784025	2.4883835	2.453834375	2.64099775
 ADAM21 	2.5403875	2.491711625	2.347694125	2.633422125	2.477611625	2.3317235	2.493895875	2.49662125
 ADAM21P1 	2.4793305	2.547374	2.54853725	2.559551125	2.553829	2.7401515	2.575093625	2.51118575
 ADAM22 	4.5127140625	4.400952875	4.461161375	4.482485375	4.795831	4.366579625	4.39778425	4.459518
 ADAM23 	4.600538875	5.02977325	4.64871	5.15171725	6.38502075	4.931484375	5.35844625	5.394879
 ADAM28 	4.3299035	4.7396925	4.772660125	4.572408875	5.03627975	4.226451875	4.9570125	5.875946125
 ADAM29 	2.582604	2.581079875	2.6192046875	2.5907496875	2.58958275	2.558475875	2.545216	2.589640125
 ADAM30 	2.820773875	2.792738625	2.8072961875	2.9130825	2.8500315	3.46419225	2.865740625	2.839204625
 ADAM32 	3.42827	3.370469	3.460410625	3.378645875	3.380150625	3.312018125	3.352204875	3.329422125
 ADAM33 	6.376900375	6.435642375	6.29290775	6.43062225	6.469778875	6.610103375	6.437443125	6.4659055
 ADAM3A 	2.49647475	2.438044625	2.415037625	2.440951125	2.4386995625	2.412731625	2.46997075	2.4510075
 ADAM5 	2.631167375	2.620775625	2.662355	2.663785875	2.64417575	2.523781	2.605351875	2.630811375
 ADAM6 	4.00653925	3.998627625	3.97362325	4.04580225	4.04059075	4.011283875	3.915052875	4.064356375
 ADAM7 	2.51541975	2.46488	2.495360125	2.464157125	2.463609375	2.556189625	2.450794625	2.47418925
 ADAM8 	6.56372275	6.686964625	6.458606625	6.53103975	6.706521375	6.7748355	6.593024625	6.76675725
 ADAM9 	8.78069025	8.773572625	8.8648065	9.5731495	8.813973125	9.377691125	8.95954275	8.838781
 ADAMDEC1 	3.5260155625	3.707854625	3.4300995	3.72540325	3.810614375	3.516848375	4.69027275	5.3698215
 ADAMTS1 	8.89427625	7.93480275	7.967648125	9.571308125	9.909834	9.046910375	7.3233895	8.290552
 ADAMTS10 	6.18192575	6.25007825	6.187301375	6.18594025	6.2218635	6.31337025	6.26339075	6.21013075
 ADAMTS12 	5.2978445	5.2452635	5.423088	6.449574625	5.571332625	6.188586125	5.47915975	5.586925
 ADAMTS13 	5.624008875	5.77135	5.730794125	5.709665125	5.694700625	5.85484875	5.69533925	5.670661
 ADAMTS14 	5.78379725	5.826550625	5.6694285	5.83513825	5.835427625	5.996233625	5.77846275	6.0104225
 ADAMTS15 	5.5949065	5.698985	5.46965575	5.96916525	6.08314275	5.93722525	5.386331625	5.474757375
 ADAMTS16 	4.822042	4.905107	4.7539985	5.410209625	5.06997325	5.483100375	4.91972225	5.178810625
 ADAMTS17 	5.36356275	5.48548325	5.430983375	5.356771375	5.39562625	5.578431625	5.353249	5.444001125
 ADAMTS18 	3.933429625	3.8999915	3.88074875	3.92201275	4.01372775	3.94810425	3.9069185	3.981188125
 ADAMTS19 	2.944213625	2.892355375	2.880121	2.910517125	2.977394	3.015261	2.928489125	2.9667055
 ADAMTS2 	6.3121145	6.68657825	6.47728525	7.381091625	6.833581375	7.53853125	6.726689875	6.728890125
 ADAMTS20 	2.534618875	2.5162365625	2.52825325	2.522340625	2.518388	2.597008375	2.542905	2.530382875
 ADAMTS3 	3.602495125	3.415585	3.428385625	3.8937015	3.962698	3.529992375	3.618840125	3.526602875
 ADAMTS4 	6.12539525	5.59016725	5.318120125	7.938995625	8.396812875	7.88344825	6.125145	6.767860875
 ADAMTS5 	5.369634375	5.42454675	5.39840725	5.531277875	6.187062625	5.40952875	5.612159875	5.43238725
 ADAMTS6 	3.531791875	3.418379375	3.739561625	3.813806625	3.59838825	3.496627625	3.59928875	3.752816875
 ADAMTS7 	6.370068125	6.672930625	6.450087875	6.4129015	6.3514765	6.672183375	6.3587775	6.447008125
 ADAMTS8 	6.934316	6.896904625	6.67920175	6.69506675	6.4961195	6.77752725	6.574453875	6.576073375
 ADAMTS9-AS1 	4.525412	4.385195625	5.017346625	4.23159375	4.366579625	3.885801625	4.212792375	4.183676875
 ADAMTS9-AS2 	6.2007695	5.999887125	6.60103175	5.4326175	5.706825375	5.253309375	5.825137625	5.544205625
 ADAMTS9 	5.8674515	6.042054875	6.190103875	7.57058025	8.5012285	7.113282875	6.179117375	6.90436125
 ADAMTSL1 	4.402876375	4.4743625625	4.345216875	4.52826025	5.02485125	4.4152165	4.547091625	4.706893875
 ADAMTSL2 	6.12175125	6.2479885	6.2291025	6.49672125	6.274666375	6.692529375	6.272999	6.311259375
 ADAMTSL3 	6.64415725	6.907303375	7.123552125	6.5609495	6.91092875	6.260318375	6.85774825	5.466542375
 ADAMTSL4 	6.31844075	6.4934505	6.281951875	6.286736125	6.133481125	6.640650625	6.270352	6.136742
 ADAMTSL5 	5.882861875	6.063863375	5.908831875	5.991044	5.989939375	6.237003875	5.9743155	6.02842325
 ADAP1 	5.8833808125	5.9702285	5.84544475	5.800317625	5.812373	6.039432625	5.8652899375	5.8462880625
 ADAP2 	5.895497625	5.898899625	5.757963625	6.916453	6.789354625	6.860361375	6.704158375	6.6876145
 ADAR 	8.317147875	8.38459225	8.328508375	8.225571125	8.368943125	8.190149375	8.27481725	8.398596625
 ADARB1 	7.046176625	6.918513375	6.832713875	6.70390275	6.556414	6.5993475	6.91178425	6.313212
 ADARB2-AS1 	4.731679625	4.88646	4.718424875	4.73817	4.81843275	5.04950875	4.73078875	4.752033875
 ADARB2 	5.44828225	5.477965625	5.458644	5.43299125	5.421882875	5.642413625	5.444001125	5.478299625
 ADAT1 	5.661007125	5.480940125	5.585330375	5.8987505	5.949489	5.436099875	5.631584	5.556072875
 ADAT2 	4.428428625	4.435001625	4.612723125	4.548906625	4.435001625	4.435001625	4.5223105	4.489203625
 ADAT3 	5.901197375	6.01456375	5.84471275	6.053964375	5.901551125	6.142073	5.878944125	5.876126875
 ADC 	5.205705	5.207018625	5.102504625	5.236461375	5.231639	5.324015125	5.219823125	5.19981225
 ADCK1 	5.028975	5.197660125	5.1099275	5.21726025	5.1575105	5.081309625	5.141152125	5.123261625
 ADCK2 	5.209427625	5.241440625	5.286439	5.260971375	5.0841125	5.18794775	5.2411025	5.185392125
 ADCK3 	6.59375425	6.638450375	6.613241	6.493029625	6.5669265	6.669017875	6.620183875	6.678257
 ADCK4 	5.992384	6.006935125	5.889007875	6.0089904375	6.007347375	5.993002375	6.003839	5.9858041875
 ADCK5 	6.259387875	6.42878675	6.292637	6.31285925	6.335164875	6.52971225	6.343648125	6.37019525
 ADCY1 	5.27277375	5.441988	5.3650205	5.39625775	5.744774125	5.44252525	5.373384	5.351786125
 ADCY10 	2.861154125	2.85467125	2.8848004375	2.858739375	2.860835875	2.79850425	2.8781303125	2.845484375
 ADCY10P1 	2.419694	2.448315375	2.47896525	2.446714625	2.66039675	2.51039225	2.4796655	2.418868125
 ADCY2 	3.574604625	3.54856725	3.617666125	3.596390375	3.5607525	3.51379875	3.58036675	3.557276375
 ADCY3 	6.697651875	6.988865875	6.7514365	7.652333	7.37874175	7.68160675	6.943508125	7.017739375
 ADCY4 	6.402998125	6.689361	6.915505375	6.3795135	6.37404825	6.374123	6.381605625	6.35542725
 ADCY5 	5.73689825	5.847461375	5.7623495	5.790181875	6.086369625	5.754185	5.782271125	5.75881725
 ADCY6 	6.566207875	6.572159875	6.676190625	6.610103375	6.838266	6.620576875	6.597144125	6.52547625
 ADCY7 	7.2293125	7.4849	7.215752	7.15413225	7.065493875	7.24353925	7.220447625	7.2668005
 ADCY8 	4.4522145	4.395837625	4.57980675	4.00766225	3.972336375	3.947704375	3.97362325	4.010758
 ADCY9 	7.489714375	7.06922	7.346194875	6.9481155	6.659031625	6.890399	7.008973875	6.6714325
 ADCYAP1 	4.91304325	4.859069625	4.932878	4.839857625	4.90111775	4.866790375	4.888007375	4.81661925
 ADCYAP1R1 	4.808036125	4.880928	4.738967	4.78753525	4.975366625	4.723253625	4.6395465	4.675476125
 ADD1 	7.650558625	7.645093125	7.835677875	7.61210325	7.511846	7.58721425	7.566553	7.4457055
 ADD2 	5.02820175	4.986798	4.8546063125	5.03669025	5.108321625	5.0776855	4.96898325	4.98961275
 ADD3-AS1 	4.95906175	4.887848875	4.9626495	4.95016775	4.837978	4.84555925	4.918498375	4.8569865
 ADD3 	7.5351955	7.073718625	7.339046125	7.162257875	7.536562875	6.856678125	7.480012375	7.276976625
 ADGB 	3.12982625	3.057868	3.10511675	3.231541875	3.0429155	2.908544125	3.919738125	2.93573125
 ADH1A 	5.8702775	5.569999125	5.51513075	5.273357375	5.259811625	4.850270625	5.72185775	4.558640625
 ADH1B 	10.99483375	10.7318125	10.680220625	9.983861375	9.82031225	9.492642375	10.4293075	8.608174875
 ADH1C 	7.609864375	7.369781	7.398623875	7.082278625	7.1976475	6.596027	7.874504625	6.177594125
 ADH4 	2.839204625	2.882985875	2.9032845	2.911400625	2.94232075	2.814062875	2.89260925	2.86197975
 ADH5 	6.812918875	6.5240585	6.6645035	6.8285355	6.5399625	6.589571375	6.70991775	6.306120375
 ADH5P4 	7.11386625	6.707014375	6.73665275	6.9633155	6.66569075	7.082278625	7.097869	6.809428875
 ADH6 	2.719559375	2.690159875	2.73113825	2.70205525	2.703308625	2.644421	2.695334125	2.663785875
 ADH7 	2.837320875	2.86872025	2.915755875	2.889489375	3.371958625	2.848897875	2.912593	2.972901625
 ADHFE1 	5.610525875	5.290825375	5.75867875	4.98868975	5.172489125	4.8926585	5.3156955	4.985878625
 ADI1 	7.1404065	7.118042125	7.34569575	7.245498875	7.086443	7.323261125	7.118648	7.053347125
 ADIG 	5.199199	5.32967875	5.199199	5.187006	5.081203375	5.230274	5.04403925	5.0896975
 ADIPOQ-AS1 	2.784417375	2.829839375	2.868373625	2.991005375	2.846961375	2.7775655	2.86919775	3.01566925
 ADIPOQ 	2.796195125	2.645652875	2.826292875	3.085214	5.279202375	3.198764625	2.823122	2.784821625
 ADIPOR1 	9.052391375	8.799520125	8.7791375	8.600185125	8.6607955	8.491604125	8.69291525	8.584093
 ADIPOR2 	7.62903825	7.62524175	7.78628	7.083032125	7.0160705	6.932635375	7.04132625	6.7714265
 ADIRF 	8.372084375	8.52900675	8.294751875	7.27244475	8.288531875	7.373493875	7.732817	7.171202875
 ADK 	7.077932625	6.984090625	7.06951675	7.083554125	6.840187625	7.1093265	7.029683875	7.0000195
 ADM 	6.047595125	6.274666375	6.320392125	6.639179625	6.657181625	6.710811375	6.216441125	6.3325715
 ADM2 	6.531608	6.9780155	6.543159	6.670076875	6.625276875	7.094629125	6.637140125	6.705481125
 ADM5 	5.228903125	5.383359625	5.147755375	5.269115	5.46793	5.31097925	5.13015475	5.341823125
 ADNP 	7.326107	7.280533125	7.38371375	7.16332975	7.13353775	7.20594775	7.28313725	7.297880375
 ADNP2 	6.763504125	6.392402	6.655671375	6.54212475	6.513963125	6.225550125	6.431985125	6.304900875
 ADO 	6.723800375	6.86242125	6.68852275	6.758170375	6.63573175	6.994237375	6.659260875	6.704158375
 ADORA1 	5.600944	5.589713625	5.45105525	5.60109525	5.58001075	5.665405625	5.520751375	5.709999
 ADORA2A-AS1 	4.80569175	4.69498575	4.800545	4.783254625	4.668686	4.885565375	4.763005875	4.809434875
 ADORA2A 	6.33697475	6.4527855	6.38697525	6.323058375	6.431730375	6.490196375	6.440868125	6.50704775
 ADORA2B 	7.690633875	7.793025	7.71078675	7.634840125	7.687897375	8.23111975	7.876820125	7.7991715
 ADORA3 	4.84780825	5.245496	5.0896975	6.345294875	5.324015125	6.26696225	5.36908225	5.162101125
 ADPGK-AS1 	2.907516625	3.163843375	3.054008	3.189165375	3.271364	3.01173375	3.1722625	3.166142375
 ADPGK 	6.972489375	7.022095	7.035108375	7.078616625	6.850729625	6.96649325	6.81759075	6.967346625
 ADPRH 	6.1768485	6.165115375	6.1541245	5.958333125	5.954816375	5.943013125	5.9166025	5.93722525
 ADPRHL1 	5.627858875	5.66349525	5.61399325	5.54333975	5.60286725	5.573195125	5.6039085	5.6043385
 ADPRHL2 	6.5060335	6.5802445	6.5216675	6.517913125	6.43614225	6.80275475	6.4502315	6.5240585
 ADPRM 	3.58763925	3.515659	3.61229225	3.648333125	3.454460875	3.106394875	3.629131375	3.268527375
 ADRA1A 	4.7986845	4.945458125	4.90557175	4.49806475	4.48391175	4.551329875	4.4361785	4.493718875
 ADRA1B 	5.9651945	6.25861325	6.017603875	5.987288375	6.145778125	6.534580125	6.1447115	6.133318875
 ADRA1D 	4.9581585	4.987279125	4.82063775	5.1137175	4.906815	4.9445195	4.823822	4.754694125
 ADRA2A 	4.771541	4.755453375	4.66603825	4.88862075	5.755930875	4.708721375	4.943688625	4.846084375
 ADRA2B 	5.108321625	5.1209025	5.09330425	5.0930065	5.16221775	4.974845625	5.00523575	5.04465025
 ADRA2C 	6.92549175	7.2244975	6.956013375	7.253945625	7.352186375	7.27156575	6.98960175	7.093238875
 ADRB1 	7.7511845	6.98016875	7.77606175	6.858109625	6.01250825	6.89108175	6.552472375	5.889007875
 ADRB2 	6.159754375	6.131127125	6.9126985	5.951081875	5.660096	5.929412625	6.059088125	5.844241
 ADRB3 	4.279558375	4.4582125	4.355577	4.3719380625	4.438242	4.6119485	4.351125625	4.395273
 ADRBK1 	7.876820125	7.9741815	7.794031125	7.634240125	7.885816625	7.65355975	7.909818125	7.988179375
 ADRBK2 	6.901876375	7.066762125	7.0607835	7.232287125	7.0513225	7.27244475	7.1619625	7.18052425
 ADRM1 	7.354245	7.44290425	7.226067625	7.45065375	7.33776175	7.632896875	7.3209375	7.40844575
 ADSL 	6.301050125	6.285076625	6.38599725	6.754113625	6.473376375	6.586191625	6.3071715	6.391038625
 ADSS 	7.231566125	7.0960565	7.196217375	7.181792	7.1778373125	7.000824	7.218347625	7.248969125
 ADSSL1 	5.54406725	5.76539	5.56634225	5.68136975	5.579615375	5.68008575	5.596536375	5.57072825
 ADTRP 	4.735459125	4.977939125	4.789395625	4.797786875	4.4630325	4.79741075	4.633258375	4.481319125
 AEBP1 	7.6576435	8.345898875	7.53454975	8.74178625	8.893194125	8.722661875	9.129056125	8.41504025
 AEBP2 	7.35524275	7.065493875	7.2241585	6.959138875	7.156967875	6.559939875	7.16670025	7.08591675
 AEN 	5.6333135	5.54843525	5.372442875	5.876126875	5.975606625	6.060678625	5.794646	5.7991465
 AES 	9.610849875	9.806704125	9.6639015	9.353846875	9.28761375	9.291172	9.2986595	9.134271125
 AFAP1-AS1 	4.914555	4.89277375	4.723378	5.031962625	4.84882325	5.048469875	4.946714125	4.86319175
 AFAP1 	6.101755875	5.98740925	5.967925625	6.189031375	6.57682825	6.059861375	6.086759625	6.217692
 AFAP1L1 	6.285449625	6.6347535	6.629003125	6.21083325	6.15096975	6.281093375	6.22657	6.173004875
 AFAP1L2 	5.17367225	5.274553625	5.346059	5.32639225	5.35276625	5.291781875	5.30232525	5.3369815
 AFF1 	8.290552	8.454252125	8.485917625	8.220255625	8.156384375	7.99279375	8.22813975	8.334112
 AFF2-IT1 	2.441206625	2.495415625	2.58333325	2.50669425	2.497500875	2.432369375	2.441116	2.40804275
 AFF2 	6.05873	6.456323625	6.250196375	6.26184525	5.619534	6.038865125	6.25103725	5.72066
 AFF3 	6.8615066875	6.91782875	6.935001875	5.986926375	5.502015875	6.049943	5.978737875	5.548623125
 AFF4 	8.123298875	8.118627625	8.127459875	8.23690125	8.089552375	8.138368875	8.056959125	8.115475875
 AFG3L1P 	5.039162125	5.104131875	5.114138375	5.099425625	5.008528125	5.06453625	5.0724680625	5.0525435
 AFG3L2 	6.829931125	6.835638625	6.960477125	7.12460025	6.796101375	6.950583125	6.808615375	6.728438125
 AFM 	2.5298593125	2.4709760625	2.50358275	2.472765375	2.4696615	2.546982375	2.412921125	2.48233025
 AFMID 	6.282204125	6.266686	6.41306675	6.194112875	6.20876	6.081105875	6.26838175	6.1526945
 AFP 	2.454776625	2.412302125	2.441514375	2.413899375	2.443348875	2.42444	2.443348875	2.42462175
 AFTPH 	7.897406375	7.72005825	7.8311235	7.47703275	7.649507	7.22907075	7.61349025	7.943601625
 AGA 	6.51070475	6.50491275	6.500853375	6.521164	6.574453875	6.23663	6.370554375	7.247518125
 AGAP1-IT1 	4.3709625	4.596582	4.609829	4.3826785	4.05586875	4.14810725	4.14776675	4.255532
 AGAP1 	6.578650875	6.7615005	6.764740125	6.605942875	6.4321725	6.62042875	6.61459675	6.439368375
 AGAP11 	5.983340875	5.429307625	5.652419625	4.970272	5.278012125	4.830968	5.1238165	4.88321375
 AGAP2-AS1 	6.270298125	6.44599325	6.26017525	6.38937575	6.386235125	7.02979075	6.3091425	6.59839025
 AGAP2 	5.803293625	5.899913625	5.747475625	5.8186575	5.93453825	5.91880275	5.886858625	6.047595125
 AGAP3 	6.4725855	6.615310875	6.4886755	6.482547125	6.37754475	6.6429185	6.487096375	6.487096375
 AGAP4 	6.660780875	6.726982125	7.027037	6.792234125	6.737639	6.531608	6.785480125	6.904784625
 AGAP5 	6.76491275	6.724678875	7.028276875	6.7914216875	6.6309725	6.547049125	6.839090125	6.84838875
 AGAP6 	7.064625375	7.16149225	7.571258	7.198556125	7.14657	6.612239625	7.23454525	7.38974975
 AGAP7 	7.287809375	7.152593625	7.734345375	7.3225515	7.332120625	6.771196	7.4181595	7.4892145
 AGAP8 	6.254508	6.220813	6.453893625	6.268911875	6.2686385	5.936251125	6.25145325	6.263929625
 AGAP9 	6.854879875	6.900262	7.168638625	6.889277375	6.859484125	6.611527625	6.906830875	6.853825125
 AGBL1-AS1 	2.9158548125	2.84320325	2.88066525	2.917574625	2.86065375	2.92904675	2.862540125	2.8504655
 AGBL1 	4.50407575	5.134366875	4.325204875	4.027199875	3.95371625	3.823714875	4.204337	4.04300675
 AGBL2 	3.554215875	3.555871125	3.707254375	3.68096175	3.684619125	3.40358025	4.221573125	3.575767
 AGBL3 	2.960326125	2.891015875	2.967375	2.8715285	2.906301875	2.890426125	2.927611625	2.8871145
 AGBL4-IT1 	2.42013425	2.62801775	2.672089375	2.76743375	2.641638	2.60016975	2.663265875	2.758338875
 AGBL4 	3.985517125	3.951234375	3.9268234375	3.94281525	3.9109545	3.956239	3.946309125	3.8603045
 AGBL5-AS1 	6.303822875	6.5054595	6.189690375	6.3977335	6.346757875	7.126758125	6.49132375	6.734228375
 AGBL5-IT1 	4.290968125	4.374585	4.479038625	4.444089	4.41055775	4.203898625	4.549881625	4.37500575
 AGBL5 	5.537453875	5.506314875	5.548696	5.524935875	5.511215625	5.46398075	5.517674875	5.456351875
 AGER 	9.792830375	9.132396875	9.43189025	7.167680875	6.4526421875	7.31676025	8.3670305	6.737639
 AGFG1 	8.23020625	8.238156875	8.293578375	8.53051675	8.267135	8.3568465	8.05530025	7.880263375
 AGFG2 	6.369581625	6.461952375	6.2686385	6.3691695	6.363935375	6.188413625	6.204374625	6.25145325
 AGGF1 	7.180162	7.142125875	7.2692955	7.264369	7.20950225	7.034253625	7.255678375	7.373493875
 AGK 	6.391682375	6.334404375	6.409814375	6.61923425	6.429641625	6.468912875	6.391865125	6.286736125
 AGL 	6.12774	5.6641705	6.08314275	6.431730375	6.058944125	6.050693375	6.06152525	6.158456375
 AGMAT 	3.73979075	3.83241925	3.69736275	3.873671375	3.82701825	3.860078375	3.8347085	3.948551875
 AGMO 	2.7434705	2.670203625	2.71158025	2.683130375	2.790496125	2.617241625	2.696701875	2.63651525
 AGO1 	7.05808725	7.08546875	6.972489375	7.0790525	7.0599105	7.091414125	7.125842	7.0634285
 AGO2 	6.819462125	6.8090635	6.807965125	6.8165825	6.922216375	6.86675775	6.786201125	6.8313985
 AGO3 	6.511477125	6.372084625	6.587893	6.452002875	6.51318775	6.22145325	6.4487394375	6.439190625
 AGO4 	7.527494	7.265321375	7.678716375	6.962137875	7.415835625	6.50036125	7.413929375	7.00721325
 AGPAT1 	6.403596125	6.41843525	6.449884875	6.453544375	6.44193075	6.4788265	6.44207175	6.373162
 AGPAT2 	7.297508875	7.27830425	7.14403875	7.20005225	6.987924875	7.457803	7.147936125	7.186515
 AGPAT3 	6.747978375	6.839379	6.757502	6.836417625	6.6842145	6.85254025	6.706003125	6.80001625
 AGPAT4-IT1 	3.7323365	3.63931925	3.392854	3.31772725	3.650496625	3.73679225	3.668423	3.855917875
 AGPAT4 	5.4838605	5.66901025	5.6638405	5.93722525	5.6044605	5.583265125	5.6060235	5.489616
 AGPAT5 	6.134565	6.08667125	6.311641625	6.681785375	6.508554875	6.516272125	6.317928	6.477498
 AGPAT6 	6.4783065	6.603898875	6.64593725	6.90436125	6.65806075	6.67943775	6.578587875	6.631716125
 AGPAT9 	5.80106775	5.471923875	5.566731875	5.286752625	5.699532625	5.26038325	5.452215	5.4404755
 AGPS 	7.27641925	7.100973125	7.1453735	7.499893375	7.182981125	7.423809625	7.446267	7.30949775
 AGR2 	4.20509375	3.748480375	3.77568525	4.0232075	4.292724375	3.84708125	3.91675225	3.995981
 AGR3 	6.302741125	4.814858125	5.348334875	5.68693325	5.362310125	5.3449025	5.905498875	5.824298125
