id	GSM1854187_Control	GSM1854188_Control	GSM1854189_Control	GSM1854182_Treat	GSM1854183_Treat	GSM1854184_Treat	GSM1854185_Treat	GSM1854186_Treat
 B3GALNT2 	6.079763875	6.1097605	6.114781125	6.3664645	6.24561675	6.184073625	6.291634375	6.41468675
 B3GALT1 	2.7881876875	2.788479125	2.81624725	2.79292575	2.876947375	2.698723125	2.813889375	3.03713175
 B3GALT2 	4.320478625	4.132158625	4.395513375	3.772133125	3.52279575	3.241325	4.551329875	3.422895875
 B3GALT4 	6.021983875	6.194729125	6.019077875	6.002149	6.00869125	5.847748875	5.992896125	5.9397515
 B3GALT5 	3.713711875	3.736954375	3.71753725	3.719573875	3.629521125	3.732039	3.722165625	3.69521725
 B3GALT6 	6.328981875	6.562550625	6.314563875	6.633086875	6.504104375	6.866504625	6.48808775	6.0575675
 B3GALTL 	4.657586625	4.264884125	4.602997625	4.225991875	4.256391	4.1557325	4.279104125	4.2488215
 B3GAT1 	5.5862115	5.68693325	5.507750875	5.502671625	5.576613875	5.581703125	5.57832375	5.550589
 B3GAT2 	4.943580375	4.917897625	4.7778275	4.956800625	4.956086625	4.8244735	4.805327625	4.861489375
 B3GAT3 	5.993220625	5.975606625	5.924259875	6.012629625	6.019077875	6.000218	5.918272	6.1541245
 B3GNT1 	6.69748	6.652603	6.432946875	6.421535125	6.38797675	6.553960375	6.37754475	6.383275
 B3GNT2 	7.640696625	7.104504875	7.6693755	6.984585	7.06838625	6.596238375	7.082278625	7.09827975
 B3GNT3 	5.16560375	5.244737	4.875264625	5.223874375	5.233001625	5.088292875	4.97974425	5.254739625
 B3GNT4 	5.48556125	5.637001	5.550589	5.5503835	5.53796375	5.665573	5.408957625	5.554131
 B3GNT5 	6.2533835	5.747475625	5.98298275	6.43404475	5.936251125	6.244567125	5.87543175	5.5960495
 B3GNT6 	5.752720375	5.9158415	5.792501	5.876235	5.92694225	6.2099585	5.805569625	5.908831875
 B3GNT7 	6.82158475	6.720675625	6.610327375	6.49783025	6.41144925	6.903599875	6.611860125	6.523329375
 B3GNT8 	6.29594025	6.415926375	6.307286875	6.29889675	6.217537125	6.51916875	6.206717625	6.29573125
 B3GNT9 	6.396025	6.700197875	6.4252425	6.843872375	6.792864875	7.223173	6.6485115	6.8599735
 B3GNTL1 	5.1541075	5.215789125	5.115089625	5.2702895	5.256858	5.417235	5.23992	5.24769825
 B4GALNT1 	5.22665625	5.315153375	5.307931125	5.360128875	5.341886125	5.672569125	5.265395625	5.395701875
 B4GALNT2 	5.20115775	5.1664	5.072534125	5.1704485	5.10969075	5.327559875	5.1575105	5.21726025
 B4GALNT3 	5.66315775	5.703536875	5.60286725	5.581815125	5.452749	5.71820475	5.56168625	5.535562375
 B4GALNT4 	5.79385025	5.805268875	5.70419175	5.75966875	5.825301	6.06152525	5.837948875	5.938886875
 B4GALT1 	7.794489375	7.72375075	7.747936375	8.205925375	8.144999375	8.117930875	7.6923235	7.782832
 B4GALT2 	6.601181875	6.78728525	6.56372275	6.891304375	6.894454375	7.17328375	6.7333230625	6.8191595
 B4GALT3 	6.490398375	6.481399	6.403101875	6.374266625	6.577509875	6.3812875	6.26884475	6.712236375
 B4GALT4-AS1 	2.255041875	2.357538625	2.417953125	2.493646	2.477891375	2.402284625	2.419694	2.517043875
 B4GALT4 	5.354961	5.180674875	5.279748125	5.454505625	5.4478815	5.506314875	5.4106465	5.388753375
 B4GALT5 	8.43682025	8.196016875	8.024507375	8.297159875	8.96320775	8.222818875	8.16315725	8.338349125
 B4GALT6 	4.436880875	4.3697585	4.431971	4.458701	4.395837625	4.27388375	4.1323815	4.275285
 B4GALT7 	5.774730875	5.92149375	5.7030515	5.859698125	5.830662875	6.055973375	5.837795	5.827410375
 B9D1 	5.43311025	5.488515125	5.412265875	5.49549825	5.47931175	5.494382375	5.475576125	5.4571165
 B9D2 	6.25040075	6.224103125	6.043892125	6.249077125	6.203600875	6.502038875	6.253652875	6.296540625
 BAALC 	4.647646625	4.717426125	4.503748125	4.380945	4.51542775	4.232318375	4.46964225	4.422846375
 BAAT 	3.941069	3.881845625	3.930574625	4.79650925	4.290284125	4.333101875	4.387977625	4.923201
 BABAM1 	7.49152475	7.67532725	7.599506375	7.766988125	7.56305	7.754361625	7.5720215	7.638849375
 BACE1-AS 	6.029282375	5.844595375	5.926423375	5.84754125	5.89817625	5.708545	5.726470875	5.658429125
 BACE1 	6.612911125	6.66393375	6.547965125	7.023328625	6.673004875	7.12399575	6.796214625	6.692982
 BACE2-IT1 	3.56937775	3.65845525	3.228410125	3.66775025	3.620008	3.902181	3.71179375	3.85021325
 BACE2 	6.094219125	6.48175175	6.193092875	6.9563705	7.04439325	6.734498125	6.60440175	6.882891875
 BACH1-AS1 	4.67246775	5.00236825	4.830544375	4.828748	4.785387375	4.6494285	4.78563175	4.7740705
 BACH1-IT2 	4.58771625	4.510107	5.417235	5.7207385	4.9581585	5.040370125	4.74816675	4.961112875
 BACH1-IT3 	3.2567805	3.323079375	3.308481	3.597706625	3.51493325	3.435907875	3.440169	3.21368
 BACH2 	5.453759	5.3974955	5.54625975	5.14876675	5.2018805	5.238692875	5.33592525	5.355224375
 BAD 	6.658881125	6.797667125	6.532477375	6.671641	6.662671375	6.9256965	6.658881125	6.736432375
 BAG1 	5.84936775	5.896093	5.910176375	5.89775925	5.820793625	5.795022375	5.864208	5.718540125
 BAG2 	7.394001625	6.8044865	6.9352055	7.794031125	7.405665	7.49333875	7.289539125	7.169326125
 BAG3 	7.012731125	6.805178125	6.698157	7.341916875	7.203600875	7.0796575	6.706521375	6.87269975
 BAG4 	6.683547625	6.364384375	6.480314875	6.3096235	6.477005875	6.28797175	6.508871375	6.44193075
 BAG5 	7.21743	7.203600875	7.16406025	7.17328375	7.169622875	7.240468875	7.124401375	7.04165975
 BAG6 	7.0960565	7.3225515	7.135462625	7.135052125	7.1143485	7.256360875	7.079780125	7.1783355
 BAGE3 	6.72804325	6.56957525	6.648405625	6.467553125	6.51461725	6.413766875	6.573507625	6.58660075
 BAGE4 	6.650802625	6.991990375	6.833348625	6.840808875	6.77693725	6.796757625	6.860746375	6.9762995625
 BAHCC1 	6.535620125	6.657001875	6.525065	6.518605375	6.552472375	6.796214625	6.563123875	6.565115625
 BAHD1 	6.57077675	6.7714265	6.570211375	6.5537185	6.56323525	6.61745325	6.3773	6.57768375
 BAI1 	6.23082475	6.342422625	6.17802	6.294530875	6.274869625	6.6646685	6.33282325	6.398224625
 BAI2 	5.655090375	5.806530375	5.6446745	5.743968125	5.734170875	5.84972875	5.73195275	5.778095625
 BAI3 	4.37723625	3.861068875	4.546058375	3.806479375	3.90515675	3.514274	3.802181875	3.615407375
 BAIAP2-AS1 	6.6969715	6.578388125	6.5614945	6.41576	6.26758925	6.686411375	6.49087475	6.4066615
 BAIAP2 	6.6180825	6.622953875	6.579119	6.36267125	6.2685465	6.279268625	6.366350625	6.11810625
 BAIAP2L1 	6.6263065	6.404827375	6.583718625	6.375016375	6.17122475	6.290902875	6.431730375	6.308475375
 BAIAP2L2 	5.914380625	6.14260775	5.95549125	5.973582375	5.959511625	6.099024	5.968737625	5.99841825
 BAIAP3 	6.02994975	6.15967925	6.111329125	6.11592775	6.11879725	6.199242	6.11879725	6.099270375
 BAK1 	5.871043875	6.05411225	5.916810875	5.9800155	5.983982125	6.04059625	5.830822125	6.106087
 BAMBI 	5.88085125	5.965910375	5.958101125	5.934328875	5.876235	5.847217625	6.031241875	5.67409775
 BANF1 	6.46906375	6.486274125	6.369030875	6.487096375	6.387061125	6.54094975	6.485908	6.49234
 BANF2 	4.149803875	4.124932	3.997943875	4.12413275	4.112692625	3.980734875	4.103517	4.083404375
 BANK1 	5.0028605	4.758042	4.987279125	4.5806735	4.92997275	4.439807625	4.641574125	5.179303375
 BANP 	6.452559375	6.45978	6.4749635	6.38466625	6.4607985	6.471970375	6.41843525	6.47308775
 BAP1 	6.734228375	6.840187625	6.748515	6.870837375	6.7642415	6.867649375	6.777185625	6.78611075
 BARD1 	4.86604425	4.64871	4.940208375	4.681593125	4.80724625	4.209175375	4.797786875	5.0422675
 BARHL1 	6.064379	6.195355125	6.0019475	6.00614325	6.139529625	6.429245375	6.078958625	6.128008625
 BARHL2 	4.916484375	4.92476075	4.957807625	4.984634625	4.7565635	5.0835375	4.985878625	4.92061775
 BARX1 	5.90071425	6.098227375	5.755791125	5.8206515	5.8517	6.241624875	5.913387375	6.102979625
 BARX2 	5.221472875	5.25409375	5.10347725	5.2107305	5.19807825	5.200783	5.18208925	5.162728625
 BASP1 	7.73153375	7.76194625	7.366186875	7.727117625	8.045889875	7.88781575	7.808687625	8.06329875
 BASP1P1 	5.784318125	5.723189375	5.7270475	5.820184625	5.96242975	6.223413625	5.970688875	5.937629375
 BATF 	6.235467125	6.454282375	5.9913975	6.452278875	6.566778625	6.647307875	6.267375	6.72928975
 BATF2 	5.535881625	5.610921875	5.574960375	5.532206375	5.560696625	5.6570005	5.55804525	5.561920375
 BATF3 	5.679555	5.74072125	5.73804825	5.967329375	5.76539	6.2479885	5.7630455	5.867619125
 BAX 	5.835779625	5.933853125	5.853796625	6.115579125	5.961932375	6.04548125	5.980993	5.99535325
 BAZ1A 	7.585551875	7.281453625	7.5654605	7.367717125	7.8911045	7.254194625	7.5280355	7.932107
 BAZ1B 	8.09806925	8.002303625	8.046368625	7.93376825	7.920811875	7.84791125	7.942931875	8.050454875
 BAZ2A 	7.738642875	7.513571125	7.745873875	7.230622875	7.356293625	7.097869	7.49421625	7.611393375
 BAZ2B 	7.153147	6.953242	7.491314875	6.779086125	6.9443385	6.319988375	7.0248755	6.946695625
 BBC3 	6.682550875	6.878073875	6.49959975	6.702130625	6.70177475	7.006680125	6.726982125	6.752606375
 BBIP1 	5.330147	5.051334	5.316151625	5.291715625	5.458644	5.014254375	5.187424375	5.030742
 BBOX1 	2.79227825	2.7218535	2.682404625	2.744524625	2.818565625	2.60792775	2.716547625	2.729509875
 BBS1 	6.35607025	6.357929875	6.404447875	6.3340595	6.341658625	6.2229525	6.350365125	6.240714
 BBS10 	5.7711015	5.78486175	5.9063155	5.737981625	5.730946625	5.40982	5.784318125	5.310677625
 BBS12 	4.288359375	4.310695875	4.323380625	4.175633125	4.304392	3.900700875	4.2924095	4.1729865
 BBS2 	6.525189	6.4507015	6.681785375	6.43381025	6.446300875	6.067539125	6.66329	6.16703475
 BBS4 	6.00467575	5.8888395	5.905756625	6.01793975	5.922702125	5.777378	5.988371375	5.583265125
 BBS5 	3.688111	3.628545625	3.747549875	3.813207	3.7862965	3.571748125	3.833925	3.55472475
 BBS7 	5.739921	5.434836	5.699592875	5.699867875	5.6215385	5.447446375	5.624281875	5.331606125
 BBS9 	5.33760625	5.110787125	5.44640575	5.21545425	5.20313775	4.75719075	5.30241725	5.1292125
 BBX 	7.104504875	6.965405375	7.165266875	6.987183875	7.06740125	6.674267	7.091414125	7.2484075
 BCAM 	8.76865575	8.923426125	8.734261125	7.86691175	8.24663375	7.850238375	8.2959905	8.095994625
 BCAN 	5.38819175	5.52414675	5.3954335	5.461410375	5.3954335	5.685404	5.44691075	5.444474625
 BCAP29 	6.74088675	6.441668875	6.6491295	6.468603375	6.46542675	6.392402	6.504104375	6.386235125
 BCAP31 	7.58161775	7.833605875	7.62555975	7.686829625	7.609361	7.901936625	7.636694875	7.782374625
 BCAR1 	6.695847375	6.785894625	6.6419835	6.718588875	6.72152525	6.91691475	6.731836125	6.74208625
 BCAR3 	6.141194625	6.0691905	6.186602	6.088549125	6.08864025	6.0841596875	6.090812125	6.068767125
 BCAR4 	2.956057375	2.8740475	3.018860375	2.823122	2.885366125	2.845484375	2.795055125	2.79227825
 BCAS1 	4.5656735	4.705829375	4.689429375	4.6355065	5.12953525	4.659819375	4.907676	4.73272125
 BCAS2 	7.878148125	7.411552	7.908321625	7.627390375	7.87022575	7.350180625	7.5543695	7.60872875
 BCAS3 	6.996986875	6.977230375	7.22340725	6.9644835	6.970551375	6.5745418125	7.047201125	6.988326375
 BCAS4 	7.10531775	7.241494	7.1143485	7.1798485	7.160568	7.426457875	7.210153875	7.23454525
 BCAT1 	6.657597875	6.44127575	6.23082475	7.284382125	6.589013625	7.229716125	7.091718875	7.142125875
 BCAT2 	6.38168325	6.4660595	6.351745	6.310165375	6.111707125	6.336088125	6.045297	6.192168125
 BCCIP 	6.1658835	5.954548875	6.260032375	6.333007125	6.238286375	6.159873875	6.050271875	6.2231995
 BCDIN3D-AS1 	4.105727625	4.10849475	4.080231625	3.96439575	4.13780625	4.025543875	3.932180625	4.0232075
 BCDIN3D 	5.54227075	5.473885	5.556961375	5.540347125	5.521428	5.4846275	5.515305875	5.50382325
 BCHE 	5.12494725	5.058208125	5.400188125	5.35456225	5.48081925	4.880424	5.30071725	5.034752875
 BCKDHA 	6.4289060625	6.6448245	6.440162375	6.405161875	6.3947295	6.49160875	6.413396125	6.433200375
 BCKDHB 	6.095199625	5.52742175	5.979745875	5.57417225	5.554017125	5.271209375	5.553607875	5.498235375
 BCKDK 	6.682783625	6.891304375	6.557651375	6.858443875	6.853236875	6.96299875	6.675468	6.844961
 BCL10 	6.4245125	6.3253791875	6.444587	6.464374625	6.639179625	6.3771390625	6.21610575	6.297300375
 BCL11A 	5.151840625	5.138930875	5.20313775	4.883766375	5.16022525	4.889985875	5.061435875	5.368890125
 BCL11B 	5.556352375	5.590602375	5.488854375	5.426306625	5.615921875	5.58681625	5.6149545	5.668439375
 BCL2 	6.43707425	6.53985	6.39890275	6.448230375	6.66490225	5.554448125	6.674651375	6.60315775
 BCL2A1 	6.78643175	6.41127175	6.693154125	6.41264625	7.41187425	6.454282375	6.53899075	6.993937125
 BCL2L1 	7.267059375	7.305873125	7.322713625	7.439377	7.270258125	7.726024125	7.33519875	7.378465875
 BCL2L10 	4.779321375	4.754945	4.721110125	4.81120825	4.795314	4.873311	4.777216875	4.753481625
 BCL2L11 	5.141966875	5.1647365	5.323254125	5.31679825	5.306457625	4.993568	5.036008375	5.5104625
 BCL2L12 	5.634314	5.72028075	5.613725375	5.723189375	5.7104991875	5.937368875	5.711219	5.75643575
 BCL2L13 	6.342186875	6.1751885625	6.36823125	6.244068875	6.2047525	6.18366625	6.205455875	6.02608075
 BCL2L14 	3.3977475	3.348893125	3.39095475	3.385844625	3.347619625	3.2453055	3.34325175	3.353759375
 BCL2L15 	3.1376195	2.968484	3.0374365	3.468815875	3.23286025	3.217487625	3.2431355	3.450198375
 BCL2L2 	7.026356875	7.0829385	6.93442275	6.975132875	6.939949125	7.04132625	6.967346625	6.937253875
 BCL3 	6.931340125	6.669017875	6.498464875	6.64900275	7.095438375	6.75324425	6.6300285	6.78874925
 BCL6 	7.485702875	7.180795375	7.441265625	7.282240125	7.82918775	6.872501625	7.08511125	7.196080125
 BCL6B 	7.05431225	6.927016875	7.012731125	6.61644075	6.993937125	6.512105125	6.625756625	6.2073495
 BCL7A 	6.17102725	6.24561675	6.187062625	6.018726125	6.01564725	6.165508	6.212081375	6.157315625
 BCL7B 	6.83737725	6.842202625	6.773644125	6.752499625	6.707742625	6.769672125	6.682550875	6.610245375
 BCL7C 	6.8495325	7.01303975	6.795697	6.807026375	6.834519	7.11832575	6.89737975	6.9484555
 BCL9 	6.29962375	6.042559875	6.276271125	6.351921375	6.366882625	6.055973375	6.29290775	6.382677375
 BCL9L 	7.1624345	7.269503	7.092209	7.16717275	7.099944625	7.349905375	7.135627	7.076327625
 BCLAF1 	7.358886125	7.06200225	7.585042	7.287001375	7.27865075	6.9752445	7.3290805	7.350434125
 BCMO1 	3.48905425	3.574680375	3.51904425	3.5372815	3.5153265	3.512714	3.536426	3.509957125
 BCO2 	3.392854	3.289048625	3.37957025	3.3532286875	3.35401475	3.18935775	3.4441885	3.3262870625
 BCOR 	7.467084875	6.931055125	7.033434375	6.251785375	6.85409175	6.31434975	6.794896875	6.80681775
 BCORL1 	6.064095625	5.842508125	5.70033	5.5081645	5.82292075	5.459298125	5.697025875	5.79686875
 BCORP1 	3.5015455	3.41920975	3.4748175	3.452830125	3.4615455	3.32100725	3.45977075	3.43822475
 BCR 	6.8155555	6.96649325	6.94187875	6.79449975	6.871652	6.85435925	6.745882375	6.825560875
 BCRP2 	6.205821	6.33619	6.348540375	6.178941375	6.18935	6.2363865	6.115579125	6.165115375
 BCRP3 	6.8597905	7.042957125	7.089887875	6.778139625	6.918761625	6.8285355	6.793025625	6.88358
 BCS1L 	5.73502275	5.755791125	5.71338775	5.78693875	5.730673875	5.772584375	5.68995675	5.704825
 BCYRN1 	7.036225	7.119458375	7.044224625	7.207312	7.128764125	7.624683875	7.113282875	7.253266625
 BDH1 	5.0841125	5.06927	5.087636	5.1167845	5.072402	5.05017775	5.092401875	5.0752695
 BDH2 	6.14329	5.768439875	6.20539075	5.94090325	5.930469375	5.64093175	6.12346225	5.62368775
 BDKRB1 	4.444310875	4.585694625	4.542413875	4.7521755	5.574960375	4.53531525	4.7865315	4.565921875
 BDKRB2 	4.511294375	4.67635575	4.451668375	4.8980615	5.379858375	5.049330125	4.723253625	5.078605125
 BDNF-AS 	3.437177125	3.35769425	3.46419225	3.392446625	3.379982875	3.2386235	3.393454875	3.321247
 BDNF 	3.507591	3.492441875	3.513999	3.43556	3.465241625	3.51642825	3.46419225	3.42664325
 BDP1 	7.019929	6.90204525	7.28313725	6.866504625	6.76070425	6.706521375	6.966204125	6.928939
 BEAN1 	6.163136625	6.338271125	6.142331125	6.268911875	6.3081575	6.521164	6.3530755	6.346988125
 BECN1 	7.707148625	7.7807575	7.7787305	7.961109125	7.847544375	7.88068925	7.75699275	7.778225875
 BEGAIN 	5.47004075	5.559696875	5.47856075	5.45476825	5.442692875	5.581147625	5.441288625	5.417458375
 BEND2 	2.79246725	2.72209525	2.762438375	2.790329125	2.79973625	2.690840375	2.697020125	2.6860765
 BEND3 	3.89232775	3.801848	3.876126875	3.8140795	3.853010375	3.907812375	3.76128525	3.810614375
 BEND3P3 	3.681105	3.613907	3.736590625	3.63931925	3.65363075	3.761914375	3.696173375	3.620008
 BEND4 	4.677324375	4.720529625	4.70161975	4.677873375	4.7621775	4.784827	4.708721375	4.76127325
 BEND5 	5.54843525	5.60326	5.578431625	5.557263375	5.472362125	5.507228375	5.537019125	5.601891875
 BEND6 	3.294381	3.346741	3.37700125	3.792135625	3.52387025	3.69972625	3.497958625	3.68522475
 BEND7 	5.162369625	4.67318	5.182201625	4.462684125	4.5664445	4.4620465	4.65933925	4.402738
 BEST1 	5.571236375	5.51737075	5.550912875	5.7011235	5.971271625	5.629822125	5.443515625	5.506778625
 BEST2 	5.078196	5.236180625	5.07915325	5.148168	5.133965375	5.371670375	5.1239775	5.106172875
 BEST3 	2.726573375	2.723892875	2.7467095	2.719732	2.721554375	2.84839125	2.67472925	2.71432875
 BEST4 	5.060638875	5.177052625	4.94701575	5.01591775	5.031962625	5.114836375	5.015499	5.03149225
 BET1 	4.421377625	4.266864375	4.407196875	4.3641375	4.306157375	4.109673	4.355228	4.46951875
 BET1L 	6.667528125	6.7835255	6.725896875	6.733415625	6.6857385	6.977642125	6.609082875	6.760947875
 BEX1 	5.100290125	5.123486875	5.111320125	5.0618755	5.011362	5.15740225	5.173774375	5.03510825
 BEX2 	5.18574725	5.14751975	5.176242125	4.9985435	5.062382125	5.314977125	5.139447375	5.198209
 BEX4 	5.929289	5.5904735	5.842613625	5.504311875	5.3369815	5.56279475	5.65991675	5.44252525
 BEX5 	4.45334675	4.156773625	4.805885375	4.138242875	3.97989575	4.077852125	4.138242875	4.26459775
 BFAR 	8.191683125	7.921772125	7.709107375	7.550785375	7.428942375	7.459732375	7.487804125	7.28724175
 BFSP1 	4.402593125	4.369986125	4.344782125	4.29117375	4.267049125	4.1537365	4.274977625	4.1806605
 BFSP2 	4.87192675	4.82923825	4.704962875	4.784827	4.7604605	5.012198125	4.837978	4.870946625
 BGN 	9.273805625	9.677018375	9.60479175	10.4293075	9.424624	10.092747625	9.946884625	9.415086625
 BHLHA15 	7.459732375	7.829928875	7.483384375	7.524944875	7.580323375	7.816225375	7.563986875	7.795499125
 BHLHA9 	6.273998375	6.453544375	6.242084875	6.47308775	6.4507015	6.800484	6.631642875	6.670898375
 BHLHB9 	5.024712	4.891574375	4.916269625	4.88018875	4.93032775	4.849115625	4.9213023125	4.93052375
 BHLHE22 	4.478632125	4.46926625	4.528661	4.907676	4.791973875	5.380251125	4.656831625	4.996610375
 BHLHE23 	7.346339375	7.5878135	7.4188995	7.435744625	7.452317125	8.1733815	7.572899875	7.749414875
 BHLHE40-AS1 	3.295889	3.277161875	3.220335	3.244181625	3.24156375	3.04819125	3.1595035	3.2148165
 BHLHE40 	9.069629375	7.750532125	7.760183375	7.930536375	8.535836875	7.85812275	7.384264375	7.72406
 BHLHE41 	6.824009875	7.12601675	6.815288375	6.457533	6.779086125	6.326689625	6.912189625	7.091851875
 BHMT 	2.94716875	2.95740875	2.98933375	2.90608625	3.067562875	2.859836	2.997905875	3.02029975
 BHMT2 	4.4973055	4.390214375	4.434081875	4.621180125	4.870616625	4.795603625	4.516296875	4.540739625
 BICC1 	6.993583375	7.1072905	6.9484555	8.119265875	8.74879375	7.861782	7.645093125	7.431473125
 BICD1 	5.277570125	5.33749675	5.521868625	5.73884375	5.482884375	5.517473	5.45165875	5.604152125
 BICD2 	7.40971375	7.46233275	7.28628725	7.3271565	7.3211495	7.28497	7.31255525	7.2506845
 BID 	6.748515	6.765744625	6.650440125	6.837667875	7.04599025	6.856939125	6.761967125	6.800484
 BIK 	5.576376875	5.595485125	5.499784375	5.620535	5.634945125	5.586360875	5.554017125	5.64860125
 BIN1 	6.694105875	6.7740584375	6.654371375	6.84800425	6.8599735	6.959353875	6.68629025	6.7776705
 BIN2 	7.9163995	7.345189875	7.254194625	7.056429625	8.177251125	6.832536875	7.647123625	7.757454125
 BIN3-IT1 	3.639859375	3.637017125	3.85021325	3.669218875	3.57792275	3.804405	3.775236125	3.717855375
 BIN3 	5.728118	5.673488375	5.72028075	5.71505075	5.70861625	5.67502225	5.702587	5.677868125
 BIRC2 	7.480819625	7.061680375	7.641046625	7.27498125	7.269503	6.955458875	7.3181445	7.405362375
 BIRC3 	6.559485	6.581269625	6.77752725	6.53985	7.176769625	5.929956875	6.456323625	7.523830875
 BIRC5 	5.178024	5.417235	5.4211035	5.463767375	5.451396875	5.560066875	5.358963625	5.59659725
 BIRC6-AS1 	2.841143875	2.77669625	2.7705545	2.80043075	2.819171875	3.1919745	2.82041025	2.661462125
 BIRC6 	7.44951325	7.391161375	7.622874375	7.51842175	7.45340025	7.304374	7.531827625	7.640306
 BIRC7 	6.35162225	6.578503125	6.261482625	6.401058375	6.361396625	6.54127275	6.40564975	6.516272125
 BIRC8 	4.40905225	4.3685555	4.1339275	4.243769625	4.2973065	5.138930875	4.3704625	4.45198625
 BIVM 	5.846421125	5.613149875	5.955909875	5.73970425	5.728468375	5.4800615	5.83672175	5.4966375
 BLACE 	6.237893375	6.602022375	6.42474875	6.429146375	6.34345575	6.388726625	6.3405736875	6.422329875
 BLCAP 	5.878157625	5.8930005	5.829185125	5.859016	5.863704875	5.876595375	5.86087225	5.840791875
 BLID 	2.49042175	2.47885725	2.651075625	2.484845375	2.260299875	2.721966125	2.53869375	2.568561875
 BLK 	5.122344875	5.180186625	4.92997275	5.096197875	5.1939275	5.206077875	5.0798905	5.298078875
 BLM 	3.703214	3.73465525	3.6311995	3.918407125	3.91438525	3.735186125	3.723037375	4.29819975
 BLMH 	6.87847225	6.88834925	6.98061025	7.105968	6.985351	7.049899	7.02553375	7.111503
 BLNK 	5.5853975	5.75867875	5.781126	6.031241875	6.207598	5.738470625	6.20864575	6.949656125
 BLOC1S1 	6.46281975	6.453433125	6.371020875	6.472850125	6.469954875	6.513963125	6.430420875	6.557426
 BLOC1S2 	6.6157295	6.512166375	6.62775875	6.871173625	6.5537185	6.727356875	6.670647125	6.598809625
 BLOC1S3 	5.5068725	5.558201875	5.3357815	5.478957875	5.493525875	5.565595625	5.417235	5.46688075
 BLOC1S4 	6.02658475	6.09231525	5.883606125	6.091883	6.033753875	6.086921	6.1615565	6.101755875
 BLOC1S5 	6.2425351875	6.115348	6.26780075	5.99535325	6.15017575	5.772502375	6.264960625	6.2731315
 BLOC1S6 	6.906187875	6.753540375	6.862753375	7.113583625	7.04538	7.01022425	6.92943125	6.9410665
 BLVRA 	8.2506045	8.210102	7.997592125	8.11254325	7.9789015	8.205925375	8.033768	7.9160855
 BLVRB 	8.872972	8.754103	8.31663225	8.72775425	8.591096125	8.99675575	8.588832625	8.20325875
 BLZF1 	7.501437	7.037646125	7.378019875	7.16182125	7.268628	6.9824	7.22907075	7.147539
 BMF 	5.906119375	6.112673375	6.00988125	5.87543175	5.987178	5.697666375	6.140507	6.2842765
 BMI1 	7.302251375	7.09344775	7.2075055	7.150954125	7.205307125	6.8830695	7.31598275	7.4124935
 BMP1 	6.452450375	6.62955525	6.664994125	6.92790925	6.848175	7.052425625	6.668031875	6.70877
 BMP10 	2.744115875	2.807027625	2.564422625	2.628797625	2.5349345	2.948726	2.752514125	2.681713875
 BMP15 	3.36697525	3.274699125	3.29511	3.01940425	3.35818625	3.207702875	3.339970875	3.233418375
 BMP2 	6.429415	6.11223875	6.335233	6.613658	5.934808	6.8184215	6.35764525	5.6689185
 BMP2K 	7.225229	7.176769625	7.150041125	7.50247675	7.722911875	7.428663125	7.597102	7.626221875
 BMP2KL 	3.397147375	3.421056	3.51889375	3.588984	3.5033705	3.128247625	3.652855375	3.4669615
 BMP3 	8.177251125	8.38000175	8.018417875	6.151685875	6.231145625	5.93115725	6.95798825	6.196493875
 BMP4 	6.5224815	6.7617535	6.524314	6.388091125	6.646786125	6.367295375	6.526194125	6.47728525
 BMP5 	7.383023	7.562349625	8.2043815	7.19945325	6.605649	6.813200125	6.730944375	7.246460625
 BMP6 	7.70384675	7.7540735	7.748304375	8.2108345	7.55812075	8.368943125	8.05267025	7.970764875
 BMP7 	4.8839355	4.89204875	4.795831	4.952411625	4.931078125	4.95739075	4.88579	5.047084375
 BMP8A 	5.6356705	5.61448825	5.507637	5.661447125	5.78379725	5.768094875	5.64796625	5.66283375
 BMP8B 	5.3083325	5.243274875	5.14977	5.334419125	5.284077875	5.3910525	5.232124125	5.28702325
 BMPER 	6.203159125	5.9332185	5.994247875	5.785092875	5.631584	5.615311625	5.279531	5.608550125
 BMPR1A 	8.3007545	7.841117875	8.115094125	7.907350875	7.747936375	7.472753875	7.9233055	7.356079625
 BMPR1APS2 	7.90010475	7.457803	7.73153375	7.63455775	7.329547	7.249499375	7.61297025	7.046176625
 BMPR1B 	3.964033375	3.698828625	3.769437375	3.702118625	4.088324875	3.564817875	3.944072	3.705470625
 BMPR2 	9.7033605	9.490011625	10.053542375	9.132396875	8.804700375	9.091053625	9.554478375	8.834470375
 BMS1 	7.66720225	7.6154365	7.874504625	7.8754485	7.65208	7.81073925	7.651110375	7.71229775
 BMS1P5 	7.166419375	7.198898875	7.457475	7.217826125	7.129513875	6.9443385	7.242155125	7.245275625
 BMX 	4.079946125	3.92518775	3.777475375	4.690997375	4.837552875	4.19233175	4.0485955	3.7523395
 BNC1 	3.386864875	3.410201625	3.32597275	3.448999375	3.797391875	3.68522475	3.713353	3.419680125
 BNC2 	5.039349125	5.153405125	5.014254375	5.499505125	5.455475375	5.152232875	5.287714875	5.236693
 BNIP1 	5.286439	5.198303	5.27003675	5.25305	5.24387625	5.168541125	5.061236125	5.25164725
 BNIP2 	7.842245375	7.635763	7.9229525	7.59279875	7.699135625	7.45802325	7.73461175	7.6538695
 BNIP3 	7.355612875	7.0027435	7.351900875	7.098695875	6.62383825	6.898300375	6.839805875	6.446153875
